model,threshold,split_1,split_2,accuracy,precision,recall,human effort,classifier,dt_label_99_60,dt_label_96_40
Random Forest,0.8,0.4,0.15,98.41779975,98.30763445,99.27838967,51.54511743,3,0,0
Random Forest,0.95,0.2,0.03,99.20889988,99.1310918,99.65818458,51.71817058,3,1,0
Random Forest,0.85,0.4,0.01,98.41779975,98.30763445,99.27838967,51.8170581,3,0,0
Random Forest,0.95,0.1,0.15,99.35723115,99.39370974,99.62020509,51.94066749,3,1,0
Random Forest,0.9,0.3,0.1,99.11001236,99.05553457,99.5822256,51.96538937,3,1,0
Random Forest,0.95,0.15,0.08,99.40667491,99.43160288,99.65818458,52.26205192,3,1,0
Random Forest,0.9,0.3,0.15,99.11001236,99.05553457,99.5822256,52.53399258,3,1,0
Random Forest,0.95,0.2,0.05,99.28306551,99.28084784,99.62020509,52.58343634,3,1,0
Random Forest,0.95,0.15,0.1,99.40667491,99.46909367,99.62020509,52.78121137,3,1,0
Random Forest,0.85,0.4,0.03,98.64029666,98.53162651,99.39232814,52.95426452,3,0,0
Random Forest,0.85,0.4,0.05,98.64029666,98.56819894,99.35434865,53.20148331,3,0,0
Random Forest,0.95,0.25,0.01,99.28306551,99.31818182,99.5822256,53.25092707,3,1,0
Random Forest,0.95,0.2,0.08,99.25834363,99.24328415,99.62020509,53.54758962,3,1,0
Random Forest,0.85,0.4,0.08,98.68974042,98.56927711,99.43030763,53.79480841,3,0,0
Random Forest,0.95,0.2,0.1,99.38195303,99.39393939,99.65818458,53.94313968,3,1,0
Random Forest,0.85,0.4,0.1,98.76390606,98.6440678,99.46828712,53.99258344,3,0,0
Random Forest,0.95,0.15,0.15,99.38195303,99.39393939,99.65818458,54.11619283,3,1,0
Random Forest,0.95,0.25,0.03,99.25834363,99.24328415,99.62020509,54.78368356,3,1,0
Random Forest,0.85,0.4,0.15,98.86279357,98.79290834,99.46828712,54.88257108,3,0,0
Random Forest,0.95,0.2,0.15,99.40667491,99.43160288,99.65818458,55.52533993,3,1,0
Random Forest,0.9,0.4,0.01,98.91223733,98.83062995,99.50626662,55.74783684,3,0,0
Random Forest,0.95,0.3,0.01,99.28306551,99.28084784,99.62020509,56.21755253,3,1,0
Random Forest,0.95,0.25,0.05,99.45611867,99.46949602,99.69616407,56.76143387,3,1,0
Random Forest,0.9,0.4,0.03,99.01112485,98.97997733,99.50626662,57.28059333,3,1,0
Random Forest,0.95,0.25,0.08,99.45611867,99.46949602,99.69616407,57.65142151,3,1,0
Random Forest,0.9,0.4,0.05,98.98640297,98.94259819,99.50626662,57.79975278,3,0,0
Random Forest,0.95,0.3,0.03,99.43139679,99.43181818,99.69616407,58.31891224,3,1,0
Random Forest,0.95,0.25,0.1,99.43139679,99.43181818,99.69616407,58.31891224,3,1,0
Random Forest,0.9,0.4,0.08,99.0605686,99.01775595,99.54424611,58.86279357,3,1,0
Random Forest,0.95,0.3,0.05,99.43139679,99.43181818,99.69616407,59.0605686,3,1,0
Random Forest,0.9,0.4,0.1,99.11001236,99.0926276,99.54424611,59.23362176,3,1,0
Random Forest,0.9,0.4,0.15,99.11001236,99.0926276,99.54424611,59.55500618,3,1,0
Random Forest,0.95,0.25,0.15,99.48084054,99.50720243,99.69616407,59.6538937,3,1,0
Random Forest,0.95,0.3,0.08,99.40667491,99.39416888,99.69616407,60.19777503,3,0,0
Random Forest,0.95,0.3,0.1,99.50556242,99.50738916,99.73414356,60.66749073,3,0,0
Random Forest,0.95,0.3,0.15,99.50556242,99.54493743,99.69616407,62.00247219,3,0,0
Random Forest,0.95,0.4,0.01,99.35723115,99.31895573,99.69616407,62.54635352,3,0,0
Random Forest,0.99,0.1,0.01,99.6538937,99.62106859,99.84808204,64.02966625,3,0,0
Random Forest,0.95,0.4,0.03,99.40667491,99.43160288,99.65818458,64.07911001,3,0,0
Random Forest,0.95,0.4,0.05,99.50556242,99.54493743,99.69616407,65.1421508,3,0,0
Random Forest,0.95,0.4,0.08,99.48084054,99.50720243,99.69616407,65.6118665,3,0,0
Random Forest,0.99,0.15,0.01,99.70333745,99.73434535,99.81010254,66.03213844,3,0,0
Random Forest,0.95,0.4,0.1,99.50556242,99.54493743,99.69616407,66.50185414,3,0,0
Random Forest,0.95,0.4,0.15,99.50556242,99.58254269,99.65818458,67.39184178,3,0,0
Random Forest,0.99,0.2,0.01,99.70333745,99.77212305,99.77212305,67.73794808,3,0,0
Random Forest,0.99,0.1,0.03,99.72805933,99.8100304,99.77212305,68.55377009,3,0,0
Random Forest,0.99,0.25,0.01,99.72805933,99.77220957,99.81010254,70.03708282,3,0,0
Random Forest,0.99,0.15,0.03,99.77750309,99.84802432,99.81010254,70.03708282,3,0,0
Random Forest,0.99,0.1,0.05,99.75278121,99.81010254,99.81010254,71.00123609,3,0,0
Random Forest,0.99,0.3,0.01,99.67861557,99.7342445,99.77212305,71.44622991,3,0,0
Random Forest,0.99,0.2,0.03,99.70333745,99.73434535,99.81010254,71.66872682,3,0,0
Random Forest,0.99,0.15,0.05,99.82694685,99.84813971,99.88606153,71.89122373,3,0,0
Random Forest,0.99,0.2,0.05,99.77750309,99.81017464,99.84808204,73.59703337,3,0,0
Random Forest,0.99,0.1,0.08,99.72805933,99.8100304,99.77212305,73.59703337,3,0,0
Random Forest,0.99,0.25,0.03,99.77750309,99.88593156,99.77212305,73.72064277,3,0,0
Random Forest,0.99,0.15,0.08,99.80222497,99.84808204,99.84808204,73.96786156,3,0,0
Random Forest,0.99,0.3,0.03,99.77750309,99.84802432,99.81010254,74.53646477,3,0,0
Random Forest,0.99,0.1,0.1,99.75278121,99.73454683,99.88606153,74.61063041,3,0,0
Random Forest,0.99,0.2,0.08,99.75278121,99.81010254,99.81010254,75.42645241,3,0,0
Random Forest,0.99,0.25,0.05,99.75278121,99.84796655,99.77212305,75.45117429,3,0,0
Random Forest,0.99,0.3,0.05,99.80222497,99.84808204,99.84808204,75.6736712,3,0,0
Random Forest,0.99,0.15,0.1,99.80222497,99.84808204,99.84808204,75.69839308,3,0,0
Random Forest,0.99,0.2,0.1,99.77750309,99.81017464,99.84808204,76.11866502,3,0,0
Random Forest,0.99,0.4,0.01,99.75278121,99.88588817,99.73414356,76.26699629,3,0,0
Random Forest,0.99,0.15,0.15,99.90111248,99.92404102,99.92404102,77.05809642,3,0,0
Random Forest,0.99,0.1,0.15,99.87639061,99.88610478,99.92404102,77.25587145,3,0,0
Random Forest,0.99,0.25,0.08,99.82694685,99.88601824,99.84808204,77.40420272,3,0,0
Random Forest,0.99,0.2,0.15,99.80222497,99.81024668,99.88606153,77.99752781,3,0,0
Random Forest,0.99,0.3,0.08,99.80222497,99.84808204,99.84808204,78.12113721,3,0,0
Random Forest,0.99,0.3,0.1,99.77750309,99.84802432,99.81010254,78.49196539,3,0,0
Random Forest,0.99,0.25,0.1,99.77750309,99.88593156,99.77212305,78.76390606,3,0,0
Random Forest,0.99,0.4,0.03,99.82694685,99.92395437,99.81010254,78.91223733,3,0,0
Random Forest,0.99,0.4,0.05,99.80222497,99.88597491,99.81010254,79.6538937,3,0,0
Random Forest,0.99,0.3,0.15,99.85166873,99.84819734,99.92404102,80.59332509,3,0,0
Random Forest,0.99,0.25,0.15,99.90111248,99.96199164,99.88606153,80.91470952,3,0,0
Random Forest,0.99,0.4,0.08,99.80222497,99.88597491,99.81010254,81.01359703,3,0,0
Random Forest,0.99,0.4,0.1,99.82694685,99.92395437,99.81010254,82.02719407,3,0,0
Random Forest,0.99,0.4,0.15,99.90111248,99.92404102,99.92404102,83.75772559,3,0,0
SVM,0.8,0.1,0.01,95.57478368,95.47813195,97.83516901,17.03337454,4,0,0
SVM,0.8,0.15,0.01,95.79728059,95.79769431,97.83516901,21.06304079,4,0,0
SVM,0.8,0.2,0.01,96.41532756,96.41791045,98.13900494,26.52657602,4,0,1
SVM,0.8,0.25,0.01,97.00865266,96.90067214,98.55677934,31.37206428,4,0,1
SVM,0.8,0.3,0.01,97.18170581,97.22534683,98.48082036,36.19283066,4,0,1
SVM,0.8,0.4,0.01,97.40420272,97.44744745,98.59475883,45.36464771,4,0,0
SVM,0.8,0.1,0.03,95.87144623,95.66666667,98.10102545,18.26946848,4,0,0
SVM,0.8,0.15,0.03,96.0197775,95.94795539,98.02506646,22.07663782,4,0,1
SVM,0.8,0.2,0.03,96.66254635,96.74401198,98.17698443,27.31767614,4,0,1
SVM,0.8,0.25,0.03,97.10754017,96.94029851,98.67071781,32.13844252,4,0,1
SVM,0.8,0.3,0.03,97.3053152,97.2659176,98.63273832,36.76143387,4,0,1
SVM,0.8,0.4,0.03,97.65142151,97.56371814,98.86061527,45.93325093,4,0,0
SVM,0.8,0.1,0.05,95.94561187,95.87513935,97.98708697,18.83807169,4,0,0
SVM,0.8,0.15,0.05,96.1433869,96.05801413,98.10102545,22.79357231,4,0,1
SVM,0.8,0.2,0.05,96.76143387,96.78384443,98.2909229,27.8368356,4,0,1
SVM,0.8,0.25,0.05,97.15698393,97.01269604,98.67071781,32.43510507,4,0,1
SVM,0.8,0.3,0.05,97.47836836,97.34380845,98.82263578,36.9592089,4,0,1
SVM,0.8,0.4,0.05,97.60197775,97.45508982,98.89859476,46.13102596,4,0,0
SVM,0.8,0.1,0.08,96.04449938,95.84723767,98.17698443,19.50556242,4,0,1
SVM,0.8,0.15,0.08,96.26699629,96.20253165,98.13900494,23.65883807,4,0,1
SVM,0.8,0.2,0.08,96.90976514,96.96629213,98.32890239,28.45488257,4,0,1
SVM,0.8,0.25,0.08,97.33003708,97.05553485,98.89859476,33.30037083,4,0,1
SVM,0.8,0.3,0.08,97.50309023,97.38023952,98.82263578,37.65142151,4,0,1
SVM,0.8,0.4,0.08,97.67614339,97.52901535,98.93657425,46.37824475,4,0,0
SVM,0.8,0.1,0.1,96.19283066,95.95847238,98.2909229,20.61804697,4,0,1
SVM,0.8,0.15,0.1,96.39060569,96.20958751,98.32890239,24.22744129,4,0,1
SVM,0.8,0.2,0.1,96.9592089,96.96856287,98.40486137,28.92459827,4,0,1
SVM,0.8,0.25,0.1,97.37948084,97.12793734,98.89859476,33.49814586,4,0,1
SVM,0.8,0.3,0.1,97.50309023,97.38023952,98.82263578,37.65142151,4,0,1
SVM,0.8,0.4,0.1,97.72558714,97.5308642,99.01253323,46.62546354,4,0,0
SVM,0.8,0.1,0.15,96.21755253,95.95997035,98.32890239,21.21137206,4,0,1
SVM,0.8,0.15,0.15,96.34116193,96.20676832,98.25294341,23.75772559,4,0,1
SVM,0.8,0.2,0.15,96.9592089,96.93343306,98.44284087,28.80098888,4,0,1
SVM,0.8,0.25,0.15,97.35475896,97.12686567,98.86061527,33.39925834,4,0,1
SVM,0.8,0.3,0.15,97.52781211,97.34579439,98.89859476,37.72558714,4,0,1
SVM,0.8,0.4,0.15,97.70086527,97.56554307,98.93657425,46.4276885,4,0,0
SVM,0.85,0.1,0.01,96.66254635,96.53502235,98.40486137,19.72805933,4,0,1
SVM,0.85,0.15,0.01,96.66254635,96.56972409,98.36688188,23.93077874,4,0,1
SVM,0.85,0.2,0.01,97.10754017,97.01046338,98.59475883,28.75154512,4,0,1
SVM,0.85,0.25,0.01,97.47836836,97.45031871,98.7086973,33.64647713,4,0,1
SVM,0.85,0.3,0.01,97.67614339,97.60029996,98.86061527,38.09641533,4,0,1
SVM,0.85,0.4,0.01,98.02224969,98.07909605,98.89859476,46.92212608,4,0,0
SVM,0.85,0.1,0.03,96.86032138,96.82361734,98.40486137,21.08776267,4,0,1
SVM,0.85,0.15,0.03,96.81087763,96.75130695,98.40486137,24.64771323,4,0,1
SVM,0.85,0.2,0.03,97.20642769,97.08520179,98.67071781,29.27070457,4,0,1
SVM,0.85,0.25,0.03,97.62669963,97.56280465,98.82263578,34.3881335,4,0,1
SVM,0.85,0.3,0.03,97.87391842,97.78611632,98.97455374,38.96168109,4,0,1
SVM,0.85,0.4,0.03,98.12113721,98.1181784,99.01253323,47.58961681,4,0,0
SVM,0.85,0.1,0.05,96.73671199,96.67786487,98.36688188,21.4091471,4,0,1
SVM,0.85,0.15,0.05,96.9592089,96.86333084,98.51879985,25.63658838,4,0,1
SVM,0.85,0.2,0.05,97.23114957,97.12149533,98.67071781,29.83930779,4,0,1
SVM,0.85,0.25,0.05,97.72558714,97.56645451,98.97455374,35.03090235,4,0,1
SVM,0.85,0.3,0.05,97.8986403,97.75112444,99.05051272,39.23362176,4,0,1
SVM,0.85,0.4,0.05,98.22002472,98.19345126,99.08849221,48.08405439,4,0,0
SVM,0.85,0.1,0.08,97.05809642,96.86800895,98.67071781,22.99134734,4,0,1
SVM,0.85,0.15,0.08,96.88504326,96.75494219,98.51879985,25.51297899,4,0,1
SVM,0.85,0.2,0.08,97.3053152,97.19521316,98.7086973,30.11124845,4,0,1
SVM,0.85,0.25,0.08,97.7750309,97.67529059,98.93657425,35.62422744,4,0,1
SVM,0.85,0.3,0.08,97.92336218,97.82363977,99.01253323,39.62917182,4,0,1
SVM,0.85,0.4,0.08,98.26946848,98.23108769,99.12647171,48.3065513,4,0,0
SVM,0.85,0.1,0.1,97.03337454,96.86684073,98.63273832,22.86773795,4,0,1
SVM,0.85,0.15,0.1,97.08281829,96.83426443,98.74667679,26.82323857,4,0,1
SVM,0.85,0.2,0.1,97.33003708,97.26694122,98.67071781,30.70457355,4,0,1
SVM,0.85,0.25,0.1,97.82447466,97.74859287,98.93657425,36.19283066,4,0,1
SVM,0.85,0.3,0.1,98.04697157,97.89947487,99.12647171,40.04944376,4,0,0
SVM,0.85,0.4,0.1,98.31891224,98.2324182,99.20243069,48.55377009,4,0,0
SVM,0.85,0.1,0.15,97.25587145,96.98211624,98.86061527,25.11742892,4,0,1
SVM,0.85,0.15,0.15,97.15698393,96.83779762,98.86061527,27.0210136,4,0,1
SVM,0.85,0.2,0.15,97.4289246,97.30639731,98.78465629,31.02595797,4,0,1
SVM,0.85,0.25,0.15,97.99752781,97.86196549,99.08849221,36.93448702,4,0,1
SVM,0.85,0.3,0.15,98.04697157,97.89947487,99.12647171,40.22249691,4,0,0
SVM,0.85,0.4,0.15,98.31891224,98.2324182,99.20243069,48.62793572,4,0,0
SVM,0.9,0.1,0.01,97.50309023,97.45127436,98.74667679,24.22744129,4,0,1
SVM,0.9,0.15,0.01,97.33003708,97.26694122,98.67071781,27.3671199,4,0,1
SVM,0.9,0.2,0.01,97.70086527,97.6011994,98.89859476,31.94066749,4,0,1
SVM,0.9,0.25,0.01,98.04697157,97.97145004,99.05051272,37.15698393,4,0,1
SVM,0.9,0.3,0.01,98.09641533,98.15373022,98.93657425,41.31025958,4,0,0
SVM,0.9,0.4,0.01,98.44252163,98.45399698,99.1644512,49.74042027,4,0,0
SVM,0.9,0.1,0.03,97.75030902,97.56736527,99.01253323,25.56242274,4,0,1
SVM,0.9,0.15,0.03,97.62669963,97.52716373,98.86061527,28.80098888,4,0,1
SVM,0.9,0.2,0.03,97.75030902,97.71021021,98.86061527,32.73176761,4,0,1
SVM,0.9,0.25,0.03,98.14585909,98.01051051,99.1644512,37.82447466,4,0,1
SVM,0.9,0.3,0.03,98.26946848,98.19481008,99.1644512,41.95302843,4,0,0
SVM,0.9,0.4,0.03,98.51668727,98.45574388,99.27838967,50.38318912,4,0,0
SVM,0.9,0.1,0.05,97.7750309,97.60389367,99.01253323,26.32880099,4,0,1
SVM,0.9,0.15,0.05,97.70086527,97.67267267,98.82263578,29.32014833,4,0,1
SVM,0.9,0.2,0.05,97.79975278,97.74774775,98.89859476,33.15203956,4,0,1
SVM,0.9,0.25,0.05,98.17058096,98.08342728,99.12647171,38.66501854,4,0,1
SVM,0.9,0.3,0.05,98.34363412,98.23308271,99.24041018,42.39802225,4,0,0
SVM,0.9,0.4,0.05,98.66501854,98.56873823,99.39232814,51.02595797,4,0,0
SVM,0.9,0.1,0.08,97.75030902,97.56736527,99.01253323,27.3671199,4,0,1
SVM,0.9,0.15,0.08,97.65142151,97.45699327,98.97455374,29.69097651,4,0,1
SVM,0.9,0.2,0.08,97.8986403,97.78694674,99.01253323,33.89369592,4,0,1
SVM,0.9,0.25,0.08,98.29419036,98.08702176,99.31636916,39.30778739,4,0,1
SVM,0.9,0.3,0.08,98.368356,98.23374671,99.27838967,42.71940667,4,0,0
SVM,0.9,0.4,0.08,98.66501854,98.60535243,99.35434865,51.37206428,4,0,0
SVM,0.9,0.1,0.1,97.65142151,97.49251497,98.93657425,27.31767614,4,0,1
SVM,0.9,0.15,0.1,97.75030902,97.6744186,98.89859476,30.33374536,4,0,1
SVM,0.9,0.2,0.1,97.97280593,97.86116323,99.05051272,34.21508035,4,0,1
SVM,0.9,0.25,0.1,98.22002472,98.01274841,99.27838967,38.83807169,4,0,1
SVM,0.9,0.3,0.1,98.41779975,98.23507323,99.35434865,43.18912237,4,0,0
SVM,0.9,0.4,0.1,98.66501854,98.56873823,99.39232814,51.6934487,4,0,0
SVM,0.9,0.1,0.15,97.99752781,97.79026217,99.1644512,29.64153276,4,0,1
SVM,0.9,0.15,0.15,97.8986403,97.67964072,99.12647171,31.8170581,4,0,1
SVM,0.9,0.2,0.15,98.09641533,97.93698425,99.1644512,35.82200247,4,0,1
SVM,0.9,0.25,0.15,98.29419036,98.12312312,99.27838967,40.51915946,4,0,0
SVM,0.9,0.3,0.15,98.44252163,98.27197596,99.35434865,43.78244747,4,0,0
SVM,0.9,0.4,0.15,98.68974042,98.60587792,99.39232814,51.54511743,4,0,0
SVM,0.95,0.1,0.01,98.39307787,98.34337349,99.20243069,34.28924598,4,0,1
SVM,0.95,0.15,0.01,98.368356,98.30636056,99.20243069,35.6736712,4,0,1
SVM,0.95,0.2,0.01,98.56613103,98.60324651,99.20243069,40.37082818,4,0,0
SVM,0.95,0.25,0.01,98.83807169,98.82930514,99.39232814,46.13102596,4,0,0
SVM,0.95,0.3,0.01,98.91223733,98.9044201,99.43030763,49.36959209,4,0,0
SVM,0.95,0.4,0.01,99.01112485,99.05410518,99.43030763,56.78615575,4,1,0
SVM,0.95,0.1,0.03,98.73918418,98.68024133,99.39232814,38.19530284,4,0,1
SVM,0.95,0.15,0.03,98.54140915,98.41986456,99.35434865,37.45364648,4,0,1
SVM,0.95,0.2,0.03,98.73918418,98.60692771,99.46828712,42.52163164,4,0,0
SVM,0.95,0.25,0.03,98.96168109,98.90524726,99.50626662,48.10877627,4,0,0
SVM,0.95,0.3,0.03,99.03584672,98.98036254,99.54424611,50.58096415,4,1,0
SVM,0.95,0.4,0.03,99.08529048,99.09228442,99.50626662,57.65142151,4,1,0
SVM,0.95,0.1,0.05,98.7144623,98.60640301,99.43030763,38.7144623,4,0,1
SVM,0.95,0.15,0.05,98.66501854,98.49567507,99.46828712,39.5302843,4,0,1
SVM,0.95,0.2,0.05,98.64029666,98.56819894,99.35434865,42.47218789,4,0,0
SVM,0.95,0.25,0.05,99.0605686,99.01775595,99.54424611,48.87515451,4,1,0
SVM,0.95,0.3,0.05,98.98640297,98.94259819,99.50626662,50.90234858,4,0,0
SVM,0.95,0.4,0.05,99.11001236,99.12977677,99.50626662,58.09641533,4,1,0
SVM,0.95,0.1,0.08,98.7144623,98.67974349,99.35434865,39.92583436,4,0,1
SVM,0.95,0.15,0.08,98.5908529,98.45748683,99.39232814,40.3461063,4,0,0
SVM,0.95,0.2,0.08,98.76390606,98.6440678,99.46828712,43.55995056,4,0,0
SVM,0.95,0.25,0.08,99.08529048,99.01812689,99.5822256,49.51792336,4,1,0
SVM,0.95,0.3,0.08,98.93695921,98.97881997,99.39232814,51.79233622,4,0,0
SVM,0.95,0.4,0.08,99.15945612,99.13043478,99.5822256,58.98640297,4,1,0
SVM,0.95,0.1,0.1,98.86279357,98.75612514,99.50626662,42.17552534,4,0,0
SVM,0.95,0.15,0.1,98.64029666,98.4951091,99.43030763,39.92583436,4,0,1
SVM,0.95,0.2,0.1,98.64029666,98.60482655,99.31636916,43.60939431,4,0,0
SVM,0.95,0.25,0.1,99.0605686,99.05482042,99.50626662,50.33374536,4,1,0
SVM,0.95,0.3,0.1,99.0605686,99.01775595,99.54424611,52.01483313,4,1,0
SVM,0.95,0.4,0.1,99.184178,99.16792738,99.5822256,59.28306551,4,1,0
SVM,0.95,0.1,0.15,98.93695921,98.83107089,99.54424611,43.46106304,4,0,0
SVM,0.95,0.15,0.15,98.73918418,98.53383459,99.54424611,42.24969098,4,0,0
SVM,0.95,0.2,0.15,98.7144623,98.64304561,99.39232814,44.59826947,4,0,0
SVM,0.95,0.25,0.15,99.13473424,99.09297052,99.5822256,51.94066749,4,1,0
SVM,0.95,0.3,0.15,99.0605686,99.01775595,99.54424611,53.49814586,4,1,0
SVM,0.95,0.4,0.15,99.23362176,99.24299773,99.5822256,60,4,0,0
SVM,0.99,0.1,0.01,99.60444994,99.73394147,99.65818458,73.30037083,4,0,0
SVM,0.99,0.15,0.01,99.67861557,99.7342445,99.77212305,73.64647713,4,0,0
SVM,0.99,0.2,0.01,99.72805933,99.8100304,99.77212305,75.89616811,4,0,0
SVM,0.99,0.25,0.01,99.6538937,99.77194983,99.69616407,77.4289246,4,0,0
SVM,0.99,0.3,0.01,99.67861557,99.77203647,99.73414356,78.07169345,4,0,0
SVM,0.99,0.4,0.01,99.80222497,99.96193376,99.73414356,81.73053152,4,0,0
SVM,0.99,0.1,0.03,99.67861557,99.77203647,99.73414356,75.52533993,4,0,0
SVM,0.99,0.15,0.03,99.72805933,99.8100304,99.77212305,76.31644005,4,0,0
SVM,0.99,0.2,0.03,99.6538937,99.77194983,99.69616407,76.26699629,4,0,0
SVM,0.99,0.25,0.03,99.62917182,99.73404255,99.69616407,77.87391842,4,0,0
SVM,0.99,0.3,0.03,99.72805933,99.8100304,99.77212305,79.11001236,4,0,0
SVM,0.99,0.4,0.03,99.77750309,99.96191927,99.69616407,82.49690977,4,0,0
SVM,0.99,0.1,0.05,99.6538937,99.80981362,99.65818458,75.52533993,4,0,0
SVM,0.99,0.15,0.05,99.77750309,99.88593156,99.77212305,77.70086527,4,0,0
SVM,0.99,0.2,0.05,99.75278121,99.84796655,99.77212305,77.50309023,4,0,0
SVM,0.99,0.25,0.05,99.72805933,99.8100304,99.77212305,79.28306551,4,0,0
SVM,0.99,0.3,0.05,99.67861557,99.77203647,99.73414356,79.01112485,4,0,0
SVM,0.99,0.4,0.05,99.85166873,99.96196272,99.81010254,83.0407911,4,0,0
SVM,0.99,0.1,0.08,99.80222497,99.88597491,99.81010254,78.26946848,4,0,0
SVM,0.99,0.15,0.08,99.70333745,99.77212305,99.77212305,77.40420272,4,0,0
SVM,0.99,0.2,0.08,99.82694685,99.88601824,99.84808204,78.83807169,4,0,0
SVM,0.99,0.25,0.08,99.70333745,99.77212305,99.77212305,78.68974042,4,0,0
SVM,0.99,0.3,0.08,99.80222497,99.88597491,99.81010254,81.4091471,4,0,0
SVM,0.99,0.4,0.08,99.87639061,99.96197719,99.84808204,84.05438813,4,0,0
SVM,0.99,0.1,0.1,99.77750309,99.84802432,99.81010254,78.19530284,4,0,0
SVM,0.99,0.15,0.1,99.80222497,99.88597491,99.81010254,79.33250927,4,0,0
SVM,0.99,0.2,0.1,99.72805933,99.8100304,99.77212305,76.98393078,4,0,0
SVM,0.99,0.25,0.1,99.80222497,99.88597491,99.81010254,80.22249691,4,0,0
SVM,0.99,0.3,0.1,99.70333745,99.80995819,99.73414356,79.87639061,4,0,0
SVM,0.99,0.4,0.1,99.87639061,99.96197719,99.84808204,84.91965389,4,0,0
SVM,0.99,0.1,0.15,99.80222497,99.88597491,99.81010254,80.71693449,4,0,0
SVM,0.99,0.15,0.15,99.82694685,99.88601824,99.84808204,79.38195303,4,0,0
SVM,0.99,0.2,0.15,99.85166873,99.92398328,99.84808204,80.4697157,4,0,0
SVM,0.99,0.25,0.15,99.82694685,99.88601824,99.84808204,82.1013597,4,0,0
SVM,0.99,0.3,0.15,99.80222497,99.88597491,99.81010254,82.29913473,4,0,0
SVM,0.99,0.4,0.15,99.87639061,99.96197719,99.84808204,84.35105068,4,0,0
